"","Id","CreationDate","PostId","RelatedPostId","LinkTypeId"
"4161","4039473","2011-12-21T18:47:48.237","37317","20653","1"
"4162","4039611","2011-12-21T20:15:31.790","126377","125836","1"
"4163","4040002","2011-12-21T22:12:59.260","16760","87438","1"
"4164","4040186","2011-12-21T23:41:02.343","126401","88310","1"
"4165","4040414","2011-12-22T01:57:35.757","126410","9320","1"
"4166","4040824","2011-12-22T04:19:25.390","126447","58715","1"
"4167","4040827","2011-12-22T04:24:59.767","126436","42687","1"
"4168","4040830","2011-12-22T04:30:35.010","126447","36524","1"
"4169","4040988","2011-12-22T05:00:36.517","126458","111265","1"
"4170","4041617","2011-12-22T10:27:37.083","126497","66902","1"
"4171","4041678","2011-12-22T11:04:49.973","126507","50819","1"
"4172","4042205","2011-12-22T13:56:17.977","126405","35987","1"
"4173","4042353","2011-12-22T14:27:35.730","125843","69981","1"
"4174","4042397","2011-12-22T14:35:33.867","126550","46004","1"
"4175","4042408","2011-12-22T14:41:43.897","126443","75436","1"
"4176","4042512","2011-12-22T15:24:40.030","126545","77313","1"
"4177","4042640","2011-12-22T16:49:33.510","126585","9320","1"
"4178","4043083","2011-12-22T19:50:28.933","126621","15004","1"
"4179","4043188","2011-12-22T20:16:14.817","126621","3139","1"
"4180","4043946","2011-12-23T03:51:57.000","126546","119415","1"
"4181","4044195","2011-12-23T05:19:08.190","126684","80225","1"
"4182","4044272","2011-12-23T06:48:53.193","126689","938","1"
"4183","4044288","2011-12-23T07:13:33.487","8145","96520","1"
"4184","4045019","2011-12-23T13:51:44.910","126764","64477","1"
"4185","4045140","2011-12-23T14:24:29.373","53970","103133","1"
"4186","4045573","2011-12-23T18:46:55.727","126723","118409","1"
"4187","4046290","2011-12-24T01:35:37.403","103133","52911","1"
"4188","4046514","2011-12-24T04:11:10.527","126864","113295","1"
"4189","4047404","2011-12-24T15:24:31.953","126881","10334","1"
"4190","4048688","2011-12-25T06:34:45.990","126924","73024","1"
"4191","4049442","2011-12-25T13:28:51.860","126965","83716","1"
"4192","4049455","2011-12-25T13:35:12.300","126981","67594","1"
"4193","4049524","2011-12-25T14:11:17.683","126981","124109","1"
"4194","4049542","2011-12-25T14:31:58.620","124109","67594","1"
"4195","4049600","2011-12-25T15:25:57.730","126979","1180","1"
"4196","4050364","2011-12-26T02:19:41.910","127003","97985","1"
"4197","4050907","2011-12-26T08:40:14.233","124109","63255","1"
"4198","4051038","2011-12-26T10:23:58.777","126981","127015","1"
"4199","4051039","2011-12-26T10:23:58.780","126981","126986","1"
"4200","4051149","2011-12-26T12:03:00.890","127023","126950","1"
"4201","4051186","2011-12-26T12:21:31.460","127027","126904","1"
"4202","4051217","2011-12-26T12:35:54.050","127021","71593","1"
"4203","4051583","2011-12-26T16:45:11.587","127055","91176","1"
"4204","4051613","2011-12-26T16:47:33.940","126950","756","1"
"4205","4051614","2011-12-26T16:47:33.940","126950","117373","1"
"4206","4051615","2011-12-26T16:47:33.940","126950","113154","1"
"4207","4052183","2011-12-26T22:19:49.360","127031","126871","1"
"4208","4052738","2011-12-27T05:08:32.200","127117","127080","1"
"4209","4052739","2011-12-27T05:08:32.200","127117","3282","1"
"4210","4052740","2011-12-27T05:08:32.200","127117","96590","1"
"4211","4052785","2011-12-27T05:23:47.490","127080","127117","1"
"4212","4052835","2011-12-27T06:06:42.520","127117","118376","1"
"4213","4052880","2011-12-27T06:43:27.293","127117","127021","1"
"4214","4053058","2011-12-27T08:27:59.637","127128","122485","1"
"4215","4053160","2011-12-27T09:35:12.740","126256","101762","1"
"4216","4054199","2011-12-27T19:21:46.250","127158","127201","1"
"4217","4055488","2011-12-28T07:53:04.833","127080","90059","1"
"4218","4055489","2011-12-28T07:53:04.833","127080","126256","1"
"4219","4055892","2011-12-28T11:04:38.003","127287","9853","1"
"4220","4056011","2011-12-28T11:40:33.287","127300","127213","1"
"4221","4056028","2011-12-28T11:56:03.430","127262","40373","1"
"4222","4056286","2011-12-28T13:08:39.683","127315","93269","1"
"4223","4056568","2011-12-28T15:20:53.977","127287","123863","1"
"4224","4056572","2011-12-28T15:23:18.717","127293","51319","1"
"4225","4056766","2011-12-28T16:36:45.420","127359","20407","1"
"4226","4056834","2011-12-28T16:53:50.200","126950","49959","1"
"4227","4057758","2011-12-29T00:03:01.463","127463","91921","1"
"4228","4058151","2011-12-29T05:37:56.793","127494","24864","1"
"4229","4058152","2011-12-29T05:52:17.590","127466","117101","1"
"4230","4058153","2011-12-29T05:52:17.593","127466","118015","1"
"4231","4058249","2011-12-29T06:58:02.523","127446","77475","1"
"4232","4058250","2011-12-29T06:58:02.523","127446","87217","1"
"4233","4058940","2011-12-29T12:46:23.500","127535","25969","1"
"4234","4058967","2011-12-29T12:52:27.610","127545","106365","1"
"4235","4058968","2011-12-29T12:52:27.610","127545","9944","1"
"4236","4058969","2011-12-29T12:52:27.610","127545","19007","1"
"4237","4059447","2011-12-29T16:42:04.860","127545","13892","1"
"4238","4059955","2011-12-29T23:10:10.750","127586","46716","1"
"4239","4059960","2011-12-29T23:20:29.070","127618","126893","1"
"4240","4061481","2011-12-30T09:11:37.757","127680","127458","1"
"4241","4061567","2011-12-30T09:45:30.527","127682","46716","1"
"4242","4062391","2011-12-30T17:44:14.187","127729","127680","1"
"4243","4062513","2011-12-30T18:10:39.377","127754","126230","1"
"4244","4062801","2011-12-30T20:07:21.483","127777","48174","1"
"4245","4062839","2011-12-30T20:30:35.543","48174","127777","1"
"4246","4062841","2011-12-30T20:35:36.353","127749","12394","1"
"4247","4063070","2011-12-30T22:34:49.990","127778","10831","1"
"4248","4063594","2011-12-31T07:38:22.387","127825","127511","1"
"4249","4064064","2011-12-31T14:48:29.097","127836","127835","1"
"4250","4064382","2011-12-31T18:47:11.930","66125","121998","1"
"4251","4064874","2012-01-01T00:33:06.070","127867","92905","1"
"4252","4064875","2012-01-01T00:33:06.070","127867","96322","1"
"4253","4065853","2012-01-01T16:12:22.897","127904","19391","1"
"4254","4065854","2012-01-01T16:12:22.897","127904","26191","1"
"4255","4065928","2012-01-01T17:20:00.817","127876","118253","1"
"4256","4066285","2012-01-01T21:22:09.157","127932","7747","1"
"4257","4066327","2012-01-01T21:45:29.010","127938","121518","1"
"4258","4066344","2012-01-01T22:05:02.527","127938","46716","1"
"4259","4066400","2012-01-01T22:42:50.657","127941","19649","1"
"4260","4066407","2012-01-01T22:46:56.770","127934","86904","1"
"4261","4066535","2012-01-02T01:21:33.247","127934","71710","1"
"4262","4066632","2012-01-02T02:47:12.100","127957","46716","1"
"4263","4067268","2012-01-02T09:22:26.273","127985","102689","1"
"4264","4067421","2012-01-02T10:41:34.720","128002","39152","1"
"4265","4069126","2012-01-03T04:08:33.730","128080","126194","1"
"4266","4069654","2012-01-03T11:13:31.573","128130","128001","1"
"4267","4069661","2012-01-03T11:21:16.910","128130","128094","1"
"4268","4069996","2012-01-03T14:46:45.297","128044","10340","1"
"4269","4070001","2012-01-03T14:48:36.780","128156","41248","1"
"4270","4070152","2012-01-03T16:15:33.073","128156","83814","1"
"4271","4070660","2012-01-03T20:12:39.017","128192","51591","1"
"4272","4070673","2012-01-03T20:23:26.437","128192","100743","1"
"4273","4070674","2012-01-03T20:23:26.437","128192","118685","1"
"4274","4071305","2012-01-04T04:00:28.270","128202","49202","1"
"4275","4071516","2012-01-04T06:38:35.067","121422","89620","1"
"4276","4071920","2012-01-04T09:36:44.133","128235","108790","1"
"4277","4071931","2012-01-04T09:43:14.380","128263","57135","1"
"4278","4073405","2012-01-04T17:25:10.510","128356","8721","1"
"4279","4073413","2012-01-04T17:28:34.893","127205","79651","1"
"4280","4074382","2012-01-05T00:12:42.570","128428","67960","1"
"4281","4074492","2012-01-05T00:30:37.100","128423","78547","1"
"4282","4074598","2012-01-05T02:01:37.510","128303","128449","1"
"4283","4074692","2012-01-05T03:30:55.547","128449","128303","1"
"4284","4075075","2012-01-05T07:53:23.370","128478","37242","1"
"4285","4075140","2012-01-05T08:24:14.060","128478","42938","1"
"4286","4075978","2012-01-05T14:18:39.960","128548","124932","1"
"4287","4076009","2012-01-05T14:36:20.500","128468","22146","1"
"4288","4076324","2012-01-05T15:27:21.200","128573","22685","1"
"4289","4076390","2012-01-05T15:46:52.790","128527","69981","1"
"4290","4076881","2012-01-05T17:40:27.030","128626","96421","1"
"4291","4076882","2012-01-05T17:42:09.717","128626","49892","1"
"4292","4076928","2012-01-05T17:58:20.447","128626","89753","1"
"4293","4076950","2012-01-05T18:04:37.423","128640","54451","1"
"4294","4077044","2012-01-05T18:12:13.180","46513","47558","1"
"4295","4077056","2012-01-05T18:20:52.027","128548","370","1"
"4296","4077449","2012-01-05T19:33:06.633","128665","128634","1"
"4297","4077501","2012-01-05T20:07:25.480","128669","64701","1"
"4298","4077502","2012-01-05T20:07:25.483","128669","79905","1"
"4299","4077534","2012-01-05T20:25:28.240","128626","54451","1"
"4300","4077719","2012-01-05T21:54:01.293","128691","124911","1"
"4301","4078194","2012-01-06T00:53:45.160","128691","108085","1"
"4302","4078804","2012-01-06T07:34:18.677","128744","65742","1"
"4303","4078916","2012-01-06T08:13:38.250","128749","59050","1"
"4304","4078972","2012-01-06T08:42:36.080","128725","53572","1"
"4305","4079020","2012-01-06T09:28:16.593","127446","35413","1"
"4306","4079034","2012-01-06T09:35:37.703","128749","43948","1"
"4307","4079563","2012-01-06T13:42:29.217","128589","101163","1"
"4308","4079579","2012-01-06T14:07:26.147","128809","46716","1"
"4309","4079850","2012-01-06T16:11:49.760","128831","118376","1"
"4310","4080087","2012-01-06T17:58:57.473","128843","7017","1"
"4311","4080169","2012-01-06T18:18:09.393","128847","106031","1"
"4312","4080341","2012-01-06T19:13:49.430","128859","21133","1"
"4313","4080342","2012-01-06T19:13:49.430","128859","52071","1"
"4314","4080497","2012-01-06T20:40:54.793","128860","106031","1"
"4315","4080864","2012-01-07T00:25:20.470","128837","76052","1"
"4316","4081348","2012-01-07T05:28:44.793","128918","128812","1"
"4317","4081702","2012-01-07T08:17:32.220","128911","69215","1"
"4318","4082398","2012-01-07T15:51:59.703","128972","115617","1"
"4319","4082544","2012-01-07T17:44:29.653","128978","4888","1"
"4320","4082737","2012-01-07T19:21:36.933","128984","123931","1"
"4321","4083133","2012-01-07T22:43:38.377","129021","129009","1"
"4322","4083779","2012-01-08T07:10:14.537","129058","128984","1"
"4323","4084585","2012-01-08T15:12:02.927","129075","41740","1"
"4324","4084805","2012-01-08T17:04:21.613","129069","97269","1"
"4325","4085339","2012-01-08T21:30:19.090","129131","102986","1"
"4326","4085542","2012-01-09T00:08:08.567","129141","28098","1"
"4327","4086068","2012-01-09T05:28:07.610","129157","370","1"
"4328","4086783","2012-01-09T12:32:03.510","129169","79651","1"
"4329","4086879","2012-01-09T14:11:20.097","129205","27483","1"
"4330","4086962","2012-01-09T14:50:06.293","129211","2240","1"
"4331","4087056","2012-01-09T15:12:49.230","129216","129076","1"
"4332","4087133","2012-01-09T15:46:02.323","129211","70877","1"
"4333","4087424","2012-01-09T17:14:19.970","129239","128903","1"
"4334","4087437","2012-01-09T17:28:13.410","129238","89761","1"
"4335","4088102","2012-01-09T22:34:54.830","129276","47860","1"
"4336","4088634","2012-01-10T04:25:20.463","129296","17995","1"
"4337","4088865","2012-01-10T06:27:05.527","129309","126696","1"
"4338","4088884","2012-01-10T07:00:34.733","129304","56438","1"
"4339","4089374","2012-01-10T10:32:46.663","129332","129315","1"
"4340","4089448","2012-01-10T11:30:32.860","78280","34001","1"
"4341","4089594","2012-01-10T13:11:03.163","129342","18669","1"
"4342","4089658","2012-01-10T13:24:23.470","129342","116032","1"
"4343","4089733","2012-01-10T13:45:14.560","129349","41473","1"
"4344","4090838","2012-01-10T18:19:43.517","129342","11512","1"
"4345","4090845","2012-01-10T18:24:08.660","129385","129076","1"
"4346","4091015","2012-01-10T19:04:44.167","129407","129066","1"
"4347","4091374","2012-01-10T21:01:49.710","129450","121571","1"
"4348","4091428","2012-01-10T21:11:51.803","129412","56677","1"
"4349","4091462","2012-01-10T21:16:36.477","5267","1006","1"
"4350","4091463","2012-01-10T21:16:36.480","5267","2158","1"
"4351","4091464","2012-01-10T21:16:36.480","5267","1237","1"
"4352","4091558","2012-01-10T21:38:34.903","64783","70393","1"
"4353","4091571","2012-01-10T21:55:53.157","129444","49755","1"
"4354","4091714","2012-01-10T23:11:33.827","129407","27147","1"
"4355","4092176","2012-01-11T03:34:32.733","129478","87321","1"
"4356","4092180","2012-01-11T03:35:21.663","129478","45280","1"
"4357","4093128","2012-01-11T13:27:33.257","129543","126731","1"
"4358","4093129","2012-01-11T13:28:17.353","9853","26307","1"
"4359","4093590","2012-01-11T16:58:08.080","129593","237","1"
"4360","4093682","2012-01-11T17:33:20.023","129603","45856","1"
"4361","4093725","2012-01-11T17:50:29.863","129604","129570","1"
"4362","4094116","2012-01-11T21:02:26.463","129644","125111","1"
"4363","4095359","2012-01-12T07:01:34.200","129683","45428","1"
"4364","4095558","2012-01-12T09:03:34.387","129680","46716","1"
"4365","4095582","2012-01-12T09:18:29.620","129688","45150","1"
"4366","4095703","2012-01-12T10:35:16.247","57507","23537","1"
"4367","4095704","2012-01-12T10:35:16.247","57507","16301","1"
"4368","4095705","2012-01-12T10:35:16.247","57507","22222","1"
"4369","4096106","2012-01-12T12:55:41.883","129746","129730","1"
"4370","4096458","2012-01-12T16:34:23.050","129775","63308","1"
"4371","4096851","2012-01-12T18:10:56.457","129795","96364","1"
"4372","4096943","2012-01-12T18:44:24.270","129775","74731","1"
"4373","4097119","2012-01-12T20:02:20.407","129774","11202","1"
"4374","4097262","2012-01-12T20:42:29.740","129603","113593","1"
"4375","4097411","2012-01-12T22:00:51.667","129835","9200","1"
"4376","4097729","2012-01-13T01:08:03.737","129858","78547","1"
"4377","4097818","2012-01-13T02:00:26.560","9238","85506","1"
"4378","4097954","2012-01-13T03:00:55.437","129727","129296","1"
"4379","4098663","2012-01-13T09:00:41.763","129918","127298","1"
"4380","4098664","2012-01-13T09:00:41.763","129918","78919","1"
"4381","4098688","2012-01-13T09:22:30.030","129918","8721","1"
"4382","4098736","2012-01-13T09:47:08.613","129925","127298","1"
"4383","4098833","2012-01-13T10:43:36.993","129925","72787","1"
"4384","4098861","2012-01-13T10:50:59.637","129936","118301","1"
"4385","4098928","2012-01-13T11:18:01.137","26076","1913","1"
"4386","4098981","2012-01-13T11:42:53.827","129925","79651","1"
"4387","4099356","2012-01-13T15:32:00.230","129951","66438","1"
"4388","4099357","2012-01-13T15:32:00.233","129951","125435","1"
"4389","4099679","2012-01-13T16:32:00.463","129997","11202","1"
"4390","4100087","2012-01-13T19:47:03.770","129892","120012","1"
"4391","4100454","2012-01-13T22:14:46.253","130070","96322","1"
"4392","4100455","2012-01-13T22:15:06.030","130070","115254","1"
"4393","4100827","2012-01-14T02:07:56.557","130080","62170","1"
"4394","4100828","2012-01-14T02:21:29.970","130080","44701","1"
"4395","4101533","2012-01-14T11:44:41.980","361","43528","1"
"4396","4101793","2012-01-14T14:09:12.687","130137","84785","1"
"4397","4101858","2012-01-14T14:20:58.140","129276","99243","1"
"4398","4102180","2012-01-14T16:41:14.143","130154","63839","1"
"4399","4102652","2012-01-14T20:57:26.400","130178","93369","1"
"4400","4103036","2012-01-14T23:42:33.707","130186","107265","1"
"4401","4103147","2012-01-15T00:16:48.380","130203","64936","1"
"4402","4103472","2012-01-15T05:37:06.773","130229","80988","1"
"4403","4103839","2012-01-15T11:35:03.047","130252","62218","1"
"4404","4103891","2012-01-15T12:00:54.710","130252","87320","1"
"4405","4103892","2012-01-15T12:00:54.710","130252","84649","1"
"4406","4103893","2012-01-15T12:00:54.710","130252","120023","1"
"4407","4103894","2012-01-15T12:00:54.710","130252","118063","1"
"4408","4104040","2012-01-15T12:53:45.587","130256","27454","1"
"4409","4104085","2012-01-15T13:23:26.950","130073","103263","1"
"4410","4104113","2012-01-15T13:50:30.440","130265","130137","1"
"4411","4104871","2012-01-15T21:51:04.070","130267","25202","1"
"4412","4104872","2012-01-15T21:51:04.070","130267","13477","1"
"4413","4104878","2012-01-15T21:58:03.637","130292","17826","1"
"4414","4104924","2012-01-15T22:36:21.100","130290","38566","1"
"4415","4105124","2012-01-16T00:56:04.773","130305","118376","1"
"4416","4105125","2012-01-16T00:56:04.773","130305","127821","1"
"4417","4105574","2012-01-16T05:44:06.517","130306","15449","1"
"4418","4105578","2012-01-16T05:45:21.333","130304","125836","1"
"4419","4105579","2012-01-16T05:45:21.337","130304","86754","1"
"4420","4105997","2012-01-16T07:12:24.097","130173","130335","1"
"4421","4106275","2012-01-16T08:59:53.703","130341","2682","1"
"4422","4106519","2012-01-16T10:45:00.843","130357","56677","1"
"4423","4106675","2012-01-16T11:51:27.963","130304","76528","1"
"4424","4107138","2012-01-16T14:05:32.077","12528","26548","1"
"4425","4107174","2012-01-16T14:50:41.850","62420","128002","1"
"4426","4107905","2012-01-16T20:41:08.750","130412","15004","1"
"4427","4108212","2012-01-16T23:49:44.363","130440","71920","1"
"4428","4108487","2012-01-17T03:38:01.663","130454","121888","1"
"4429","4108498","2012-01-17T03:50:17.400","117092","9730","1"
"4430","4108499","2012-01-17T03:50:17.400","117092","120721","1"
"4431","4108756","2012-01-17T05:58:44.433","130474","113415","1"
"4432","4108820","2012-01-17T06:18:41.230","130474","130445","1"
"4433","4108839","2012-01-17T06:31:46.613","130476","127215","1"
"4434","4109075","2012-01-17T08:20:11.490","130474","123965","1"
"4435","4109395","2012-01-17T12:34:39.483","130510","129603","1"
"4436","4110222","2012-01-17T18:12:07.390","130575","848","1"
"4437","4111320","2012-01-18T08:44:22.340","130635","120244","1"
"4438","4111574","2012-01-18T10:27:31.220","39013","119644","1"
"4439","4111831","2012-01-18T12:58:23.577","128851","77475","1"
"4440","4112330","2012-01-18T18:01:57.547","130743","128567","1"
"4441","4112331","2012-01-18T18:01:57.550","130743","112077","1"
"4442","4112450","2012-01-18T18:50:15.680","130750","66438","1"
"4443","4112838","2012-01-18T21:49:07.103","130756","114620","1"
"4444","4113781","2012-01-19T08:09:25.503","130816","130364","1"
"4445","4114171","2012-01-19T11:29:12.313","130771","121998","1"
"4446","4114280","2012-01-19T12:07:33.460","130858","3199","1"
"4447","4115114","2012-01-19T19:57:05.373","130915","1386","1"
"4448","4115154","2012-01-19T20:17:44.553","130921","22749","1"
"4449","4115425","2012-01-19T21:28:32.990","130934","51115","1"
"4450","4115426","2012-01-19T21:28:32.990","130934","130454","1"
"4451","4115427","2012-01-19T21:28:32.990","130934","106647","1"
"4452","4115674","2012-01-20T00:00:29.040","130923","69981","1"
"4453","4115675","2012-01-20T00:00:53.697","106647","51115","1"
"4454","4116145","2012-01-20T06:59:44.143","130976","130414","1"
"4455","4116349","2012-01-20T08:44:40.477","130982","1006","1"
"4456","4116892","2012-01-20T12:55:27.637","130995","60853","1"
"4457","4116893","2012-01-20T12:55:27.640","130995","107258","1"
"4458","4116894","2012-01-20T12:55:27.647","130995","13536","1"
"4459","4117205","2012-01-20T13:59:09.670","131037","130743","1"
"4460","4117206","2012-01-20T13:59:09.670","131037","128202","1"
"4461","4117207","2012-01-20T13:59:09.670","131037","1224","1"
"4462","4117449","2012-01-20T15:14:06.787","131051","46716","1"
"4463","4117958","2012-01-20T18:06:11.547","15209","4858","1"
"4464","4118007","2012-01-20T18:26:49.450","131086","124554","1"
"4465","4118033","2012-01-20T18:29:45.183","131084","120956","1"
"4466","4118688","2012-01-21T01:45:14.843","131052","109262","1"
"4467","4119437","2012-01-21T10:39:01.967","131154","25458","1"
"4468","4120249","2012-01-21T20:10:38.103","131205","36201","1"
"4469","4120346","2012-01-21T21:46:01.800","131212","95212","1"
"4470","4120463","2012-01-21T23:22:58.730","131137","10032","1"
"4471","4120464","2012-01-21T23:22:58.730","131137","98669","1"
"4472","4121248","2012-01-22T09:04:00.417","131232","68120","1"
"4473","4121413","2012-01-22T10:53:57.000","131265","129714","1"
"4474","4121523","2012-01-22T11:36:03.550","131267","107564","1"
"4475","4122378","2012-01-22T21:24:05.577","130974","69981","1"
"4476","4122379","2012-01-22T21:24:05.577","130974","75980","1"
"4477","4122380","2012-01-22T21:24:05.577","130974","110345","1"
"4478","4122435","2012-01-22T22:09:14.987","131312","46716","1"
"4479","4122500","2012-01-22T22:43:37.917","130974","756","1"
"4480","4122592","2012-01-22T23:43:14.027","131314","44","1"
"4481","4122774","2012-01-23T02:37:38.507","131232","15623","1"
"4482","4122775","2012-01-23T02:37:38.510","131232","78767","1"
"4483","4122830","2012-01-23T02:57:16.570","131326","117061","1"
"4484","4122876","2012-01-23T03:15:22.820","117061","27410","1"
"4485","4122886","2012-01-23T03:18:50.677","131326","27410","1"
"4486","4123899","2012-01-23T11:24:01.743","131332","129075","1"
"4487","4124188","2012-01-23T14:01:52.337","131370","14645","1"
"4488","4124194","2012-01-23T14:11:47.233","131332","41740","1"
"4489","4124344","2012-01-23T15:24:40.543","131381","7157","1"
"4490","4124619","2012-01-23T17:44:55.270","131402","36524","1"
"4491","4124720","2012-01-23T18:21:21.987","131408","52534","1"
"4492","4124870","2012-01-23T19:29:49.580","52534","131408","1"
"4493","4125179","2012-01-23T20:39:19.457","131324","131451","1"
"4494","4126796","2012-01-24T10:39:56.470","131545","99499","1"
"4495","4126930","2012-01-24T12:04:52.353","131528","82462","1"
"4496","4127275","2012-01-24T13:50:46.863","131578","112718","1"
"4497","4127276","2012-01-24T13:50:46.870","131578","33349","1"
"4498","4127349","2012-01-24T14:30:03.647","129424","123342","1"
"4499","4127369","2012-01-24T14:45:32.330","131578","125429","1"
"4500","4128050","2012-01-24T18:45:25.247","131632","107889","1"
"4501","4128181","2012-01-24T19:46:03.330","131633","94060","1"
"4502","4128361","2012-01-24T21:25:03.770","131657","43528","1"
"4503","4128663","2012-01-25T00:22:20.650","131662","51553","1"
"4504","4128837","2012-01-25T03:50:52.523","131684","76182","1"
"4505","4129461","2012-01-25T08:58:25.303","131709","108347","1"
"4506","4129596","2012-01-25T11:12:48.200","131724","10756","1"
"4507","4130128","2012-01-25T15:13:05.327","131746","27164","1"
"4508","4130537","2012-01-25T17:46:52.143","131782","131769","1"
"4509","4130603","2012-01-25T18:04:16.293","131791","4573","1"
"4510","4130952","2012-01-25T20:17:23.257","92028","39152","1"
"4511","4131402","2012-01-25T22:45:58.163","131687","47609","1"
"4512","4131406","2012-01-25T22:50:48.413","131832","130628","1"
"4513","4131615","2012-01-26T01:07:43.967","131874","65396","1"
"4514","4132680","2012-01-26T11:08:30.547","131802","117350","1"
"4515","4133111","2012-01-26T14:35:07.267","131969","130820","1"
"4516","4133124","2012-01-26T14:43:46.240","131969","756","1"
"4517","4133469","2012-01-26T16:32:06.143","131994","43528","1"
"4518","4133958","2012-01-26T20:28:31.807","132031","66480","1"
"4519","4133970","2012-01-26T20:33:55.397","132003","131929","1"
"4520","4134419","2012-01-26T23:26:45.423","132074","34356","1"
"4521","4135171","2012-01-27T08:10:42.640","4680","89158","1"
"4522","4136412","2012-01-27T19:16:02.190","132173","27454","1"
"4523","4137005","2012-01-27T22:29:40.100","132214","46637","1"
"4524","4137117","2012-01-27T23:03:48.717","132226","132204","1"
"4525","4137145","2012-01-27T23:07:27.520","132204","132226","1"
"4526","4138336","2012-01-28T17:09:27.643","132281","53624","1"
"4527","4138924","2012-01-28T22:22:29.813","132275","121571","1"
"4528","4138925","2012-01-28T22:22:29.813","132275","123495","1"
"4529","4138926","2012-01-28T22:22:29.817","132275","120956","1"
"4530","4138927","2012-01-28T22:22:29.817","132275","46716","1"
"4531","4138928","2012-01-28T22:22:29.817","132275","119326","1"
"4532","4138929","2012-01-28T22:22:29.817","132275","120321","1"
"4533","4139708","2012-01-29T07:10:46.250","132333","24542","1"
"4534","4140747","2012-01-29T17:37:52.217","132380","19783","1"
"4535","4140865","2012-01-29T18:29:29.210","132403","105766","1"
"4536","4141144","2012-01-29T20:16:44.860","132395","10495","1"
"4537","4141221","2012-01-29T20:34:15.227","132374","9465","1"
"4538","4141283","2012-01-29T20:57:09.250","132373","45856","1"
"4539","4141561","2012-01-29T23:20:15.830","132436","123456","1"
"4540","4142906","2012-01-30T05:27:14.293","87577","127268","1"
"4541","4142953","2012-01-30T05:41:14.803","132473","27164","1"
"4542","4143121","2012-01-30T08:04:13.070","87959","84920","1"
"4543","4143180","2012-01-30T08:27:07.450","132463","46716","1"
"4544","4143473","2012-01-30T10:35:58.337","132485","93269","1"
"4545","4143820","2012-01-30T12:30:34.813","132485","131264","1"
"4546","4143881","2012-01-30T13:10:30.543","88158","26030","1"
"4547","4144489","2012-01-30T16:24:05.863","132520","11721","1"
"4548","4144490","2012-01-30T16:24:05.863","132520","41092","1"
"4549","4144491","2012-01-30T16:24:05.863","132520","25233","1"
"4550","4144492","2012-01-30T16:24:05.863","132520","827","1"
"4551","4144606","2012-01-30T17:28:33.670","132520","128096","1"
"4552","4145117","2012-01-30T21:43:49.810","132520","84866","1"
"4553","4145284","2012-01-30T22:28:20.627","132576","87959","1"
"4554","4145394","2012-01-30T23:00:11.723","132578","74020","1"
"4555","4146658","2012-01-31T13:19:06.783","132647","124109","1"
"4556","4146941","2012-01-31T15:12:35.227","132670","132658","1"
"4557","4148340","2012-02-01T02:14:57.863","132779","69423","1"
"4558","4148341","2012-02-01T02:14:57.863","132779","63429","1"
"4559","4148342","2012-02-01T02:14:57.867","132779","36810","1"
"4560","4148343","2012-02-01T02:14:57.867","132779","123920","1"
"4561","4149762","2012-02-01T16:45:47.683","132849","114292","1"
"4562","4150085","2012-02-01T20:55:02.410","118419","120859","1"
"4563","4151055","2012-02-02T09:08:44.837","87152","63048","1"
"4564","4151056","2012-02-02T09:09:46.780","64275","63048","1"
"4565","4151696","2012-02-02T13:17:29.647","132970","648","1"
"4566","4151747","2012-02-02T13:24:00.973","648","132970","1"
"4567","4151929","2012-02-02T14:34:14.883","132896","6352","1"
"4568","4152231","2012-02-02T16:42:36.413","1386","132977","1"
"4569","4152239","2012-02-02T16:47:43.630","132926","6268","1"
"4570","4152240","2012-02-02T16:48:32.947","133007","39368","1"
"4571","4152548","2012-02-02T17:39:49.770","133014","105891","1"
"4572","4152631","2012-02-02T18:16:44.840","133030","61376","1"
"4573","4152633","2012-02-02T18:17:55.167","133030","106601","1"
"4574","4152794","2012-02-02T19:54:04.627","133041","110562","1"
"4575","4153811","2012-02-03T05:06:04.207","133107","96192","1"
"4576","4154138","2012-02-03T08:52:26.623","133123","63245","1"
"4577","4154265","2012-02-03T09:52:24.363","133128","11098","1"
"4578","4154370","2012-02-03T10:44:44.740","133123","133134","1"
"4579","4154487","2012-02-03T11:58:16.780","133140","35293","1"
"4580","4155507","2012-02-03T17:07:18.050","133186","49741","1"
"4581","4155508","2012-02-03T17:07:18.050","133186","17696","1"
"4582","4156865","2012-02-04T06:47:31.543","133246","15449","1"
"4583","4156928","2012-02-04T07:23:12.900","133246","46716","1"
"4584","4157382","2012-02-04T11:40:28.243","66834","874","1"
"4585","4158333","2012-02-04T19:55:20.570","133330","68058","1"
"4586","4159351","2012-02-05T05:13:35.863","133380","46716","1"
"4587","4159552","2012-02-05T07:49:53.940","133391","132991","1"
"4588","4159671","2012-02-05T08:49:04.410","133372","93384","1"
"4589","4159857","2012-02-05T10:48:37.970","133402","94429","1"
"4590","4160028","2012-02-05T11:50:27.400","133402","133404","1"
"4591","4160307","2012-02-05T14:34:48.277","123023","63771","1"
"4592","4160765","2012-02-05T18:09:00.387","133424","24681","1"
"4593","4161155","2012-02-05T21:48:55.553","133450","62293","1"
"4594","4161733","2012-02-06T03:09:57.130","133492","85235","1"
"4595","4162485","2012-02-06T10:22:47.133","133492","62570","1"
"4596","4162486","2012-02-06T10:22:47.137","133492","53086","1"
